,cik,exchange,industryTitle,irs,name,sic,ticker
3111,1292518,,PUBLIC WAREHOUSING & STORAGE,262590455.0,Blackwater Midstream Corp,4220.0,BWMS
3112,1292519,OTC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,Invivo Therapeutics Holdings Corp,3841.0,NVIV
3113,276720,,WATER SUPPLY,840705083.0,Pure Cycle Corp,4941.0,PYCO
3114,1489136,NYSE,"OIL & GAS FIELD SERVICES, NEC",203533152.0,Semgroup Corp,1389.0,SEMG
3115,1489137,NYSE,METAL MINING,272301797.0,Molycorp Inc,1000.0,MCP
3116,1358071,NYSE,CRUDE PETROLEUM & NATURAL GAS,760818600.0,Concho Resources Inc,1311.0,CXO
3117,1390844,NYSE,MOTOR VEHICLES & PASSENGER CAR BODIES,208481962.0,Wabco Holdings Inc,3711.0,WBC
3118,768251,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,770016691.0,Altera Corp,3674.0,ALTR
3119,80124,,LIFE INSURANCE,132652144.0,Presidential Life Corp,6311.0,PLFE
3120,833795,OTC,REAL ESTATE,330304982.0,Homefed Corp,6500.0,HOFD
3121,1292556,NYSE,MISCELLANEOUS CHEMICAL PRODUCTS,432049334.0,Polypore International Inc,2890.0,PPO
3122,276750,,CRUDE PETROLEUM & NATURAL GAS,840750506.0,Amber Resources Co Of Colorado,1311.0,AMBE
3123,932111,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,942526744.0,Micrel Inc,3674.0,MCRL
3124,1227025,NYSE,SEMICONDUCTORS & RELATED DEVICES,,Neophotonics Corp,3674.0,NPTN
3125,1128725,NASDAQ,"SERVICES-BUSINESS SERVICES, NEC",650963722.0,Intercloud Systems Inc,7389.0,ICLD
3126,1063197,OTC,MOTOR VEHICLE PARTS & ACCESSORIES,161509512.0,Torvec Inc,3714.0,TOVC
3127,1521951,NASDAQ,STATE COMMERCIAL BANKS,391576570.0,First Business Financial Services Inc,6022.0,FBIZ
3128,932136,,"OIL & GAS FIELD SERVICES, NEC",330230641.0,Sustainable Environmental Technologies Corp,1389.0,RGBLV
3129,80172,NYSE,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",390494170.0,National Presto Industries Inc,3480.0,NPK
3130,1095981,NASDAQ,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,330827593.0,Cytori Therapeutics Inc,3841.0,CYTX
3131,866609,NYSE,OIL & GAS FIELD EXPLORATION SERVICES,222286646.0,Ion Geophysical Corp,1382.0,IO
3132,1095996,NYSE,OPERATIVE BUILDERS,330864902.0,William Lyon Homes,1531.0,WLS
3133,899394,OTC,PHARMACEUTICAL PREPARATIONS,133697002.0,Harbor Biosciences Inc,2834.0,HRBR
3134,1030469,NYSE,STATE COMMERCIAL BANKS,660538893.0,Ofg Bancorp,6022.0,OFG
3135,1030471,NASDAQ,"COMMUNICATIONS EQUIPMENT, NEC",521782500.0,Utstarcom Holdings Corp,3669.0,UTSI
3136,1423689,NASDAQ,REAL ESTATE INVESTMENT TRUSTS,261701984.0,American Capital Agency Corp,6798.0,AGNC
3137,1128790,,SERVICES-PREPACKAGED SOFTWARE,980335259.0,Qwick Media Inc,7372.0,TCAY
3138,1063254,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",582395199.0,S1 Corp,7370.0,SONE
3139,899426,NYSE MKT,LABORATORY ANALYTICAL INSTRUMENTS,61226727.0,Calypte Biomedical Corp,3826.0,HIV
3140,14693,,BEVERAGES,610143150.0,Brown Forman Corp,2080.0,BFB
3141,1489256,OTCBB,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,271070374.0,Obj Enterprises Inc,2300.0,OBJE
3142,1423723,,RETAIL-EATING & DRINKING PLACES,421743094.0,Rhino Productions Inc,5810.0,RNPR
3143,1292653,NASDAQ,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Inteliquent Inc,4813.0,IQNT
3144,1358190,NYSE,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),204158835.0,Orient Paper Inc,2670.0,ORPN
3145,1161582,OTCBB,"GLASS PRODUCTS, MADE OF PURCHASED GLASS",900821083.0,Growlife Inc,3231.0,PHOT
3146,14707,NYSE,"FOOTWEAR, (NO RUBBER)",430197190.0,Brown Shoe Co Inc,3140.0,BWS
3147,899460,NASDAQ,PHARMACEUTICAL PREPARATIONS,133607736.0,Mannkind Corp,2834.0,MNKD
3148,866706,NYSE,"COMMUNICATIONS EQUIPMENT, NEC",431554045.0,Esco Technologies Inc,3669.0,ESE
3149,1489300,OTC,METAL MINING,,Odenza Corp,1000.0,ODZA
3150,768408,NASDAQ,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,911206026.0,Cyanotech Corp,2833.0,CYAN
3151,768411,NASDAQ,OPTICAL INSTRUMENTS & LENSES,411472057.0,Cyberoptics Corp,3827.0,CYBE
3152,47518,NYSE,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,351160484.0,Hill-rom Holdings Inc,3841.0,HRC
3153,866729,NASDAQ,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,133385513.0,Scholastic Corp,2731.0,SCHL
3154,1358254,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",,Es Bancshares Inc,6035.0,ESB
3155,1063344,NYSE,REAL ESTATE INVESTMENT TRUSTS,251811499.0,Hersha Hospitality Trust,6798.0,HT
3156,1096142,NASDAQ,SERVICES-HOME HEALTH CARE SERVICES,364335801.0,Gentiva Health Services Inc,8082.0,GTIV
3157,1128928,NYSE,FOOD AND KINDRED PRODUCTS,582582379.0,Flowers Foods Inc,2000.0,FLO
3158,866787,NYSE,RETAIL-AUTO & HOME SUPPLY STORES,621482048.0,Autozone Inc,5531.0,AZO
3159,1161706,OTC,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),651146821.0,Competitive Companies Inc,4813.0,CCOP
3160,1489393,NYSE,INDUSTRIAL ORGANIC CHEMICALS,980646235.0,Lyondellbasell Industries NV,2860.0,LYB
3161,1522164,OTC,DRILLING OIL & GAS WELLS,274251960.0,Westpoint Energy Inc,1381.0,WEYI
3162,14846,NYSE,REAL ESTATE INVESTMENT TRUSTS,132755856.0,BRT Realty Trust,6798.0,BRT
3163,1161728,NASDAQ,"ELECTRIC, GAS & SANITARY SERVICES",392040501.0,Mge Energy Inc,4900.0,MGEE
3164,1096199,NASDAQ,"RETAIL-RETAIL STORES, NEC",770399299.0,Geeknet Inc,5990.0,GKNT
3165,866829,NYSE,"OIL & GAS FIELD SERVICES, NEC",953409686.0,Helix Energy Solutions Group Inc,1389.0,CDIS
3166,899597,NYSE,PULP MILLS,621518973.0,Buckeye Technologies Inc,2611.0,BKI
3167,1227282,OTCBB,CRUDE PETROLEUM & NATURAL GAS,,Strata Oil & Gas Inc,1311.0,SOIGF
3168,1358356,NASDAQ,NATIONAL COMMERCIAL BANKS,611142247.0,Porter Bancorp Inc,6021.0,PBIB
3169,1587732,NYSE,NATURAL GAS DISTRIBUTION,463561936.0,One Gas Inc,4924.0,OGS
3170,932372,,OPHTHALMIC GOODS,330580186.0,Spy Inc,3851.0,ORNG
3171,1391127,NASDAQ,"SERVICES-BUSINESS SERVICES, NEC",201677033.0,Limelight Networks Inc,7389.0,LLNW
3172,1423902,NYSE,NATURAL GAS TRANSMISSION,261075656.0,Western Gas Equity Partners LP,4922.0,WGP
3173,1391135,OTC,SERVICES-PREPACKAGED SOFTWARE,870479286.0,Acquired Sales Corp,7372.0,AQSP
3174,1391137,NASDAQ,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",261424764.0,BCSB Bancorp Inc,6035.0,BCSB
3175,80420,NASDAQ,SWITCHGEAR & SWITCHBOARD APPARATUS,880106100.0,Powell Industries Inc,3613.0,POWL
3176,1391142,OTC,"SERVICES-BUSINESS SERVICES, NEC",141961383.0,Q Lotus Holdings Inc,7389.0,QLTS
3177,80424,NYSE,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",310411980.0,Procter & Gamble Co,2840.0,PG
3178,1587755,,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,463681098.0,Intrawest Resorts Holdings Inc,7990.0,SNOW
3179,899629,NYSE,REAL ESTATE INVESTMENT TRUSTS,232715194.0,Acadia Realty Trust,6798.0,AKR
3180,801337,NYSE,NATIONAL COMMERCIAL BANKS,61187536.0,Webster Financial Corp,6021.0,WBS
3181,1129018,,GOLD AND SILVER ORES,881471870.0,Gold Hills Mining LTD,1040.0,ADNT
3182,866873,NYSE,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",133542950.0,Del Monte Foods Co,2033.0,DLM
3183,1522236,,BEVERAGES,900724554.0,Sealand Natural Resources Inc,2080.0,VAPN
3184,899647,,HOTELS & MOTELS,880296885.0,Riviera Holdings Corp,7011.0,RVHL
3185,277058,NYSE MKT,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,880142032.0,Nevada Gold & Casinos Inc,7990.0,UWN
3186,1063494,NYSE,FINANCE SERVICES,134055775.0,KBW Inc,6199.0,KBW
3187,801351,NYSE,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",954032739.0,Warnaco Group Inc,2340.0,WRNC
3188,14930,NYSE,ENGINES & TURBINES,360848180.0,Brunswick Corp,3510.0,BC
3189,1096275,OTC,"SERVICES-BUSINESS SERVICES, NEC",650782227.0,Franchise Holdings International Inc,7389.0,FNHI
3190,1030749,NYSE,OIL & GAS FIELD MACHINERY & EQUIPMENT,760526032.0,Gulfmark Offshore Inc,3533.0,GLF
3191,1555039,NYSE,REAL ESTATE,460633510.0,Altisource Residential Corp,6500.0,RESI
3192,1292900,NYSE,WHOLESALE-HARDWARE & PLUMBING & HEATING EQUIPMENT & SUPPLIES,30542659.0,Interline Brands Inc,5070.0,IBI
3193,1325670,NASDAQ,STATE COMMERCIAL BANKS,201417448.0,Southern National Bancorp Of Virginia Inc,6022.0,SONA
3194,899689,NYSE,REAL ESTATE INVESTMENT TRUSTS,221657560.0,Vornado Realty Trust,6798.0,VNO
3195,1096296,,METAL MINING,770517966.0,Mineralrite Corp,1000.0,RYQG
3196,1063530,OTC,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,650565144.0,Power 3 Medical Products Inc,8731.0,PWRM
3197,1063537,NASDAQ,GRAIN MILL PRODUCTS,870673375.0,Ricebran Technologies,2040.0,RIBT
3198,834162,NASDAQ,HOTELS & MOTELS,841103135.0,MTR Gaming Group Inc,7011.0,MNTG
3199,1555074,OTC,REAL ESTATE,660783125.0,Altisource Asset Management Corp,6500.0,AAMC
3200,899715,NYSE,REAL ESTATE INVESTMENT TRUSTS,561815473.0,Tanger Factory Outlet Centers Inc,6798.0,SKT
3201,1456772,NYSE,REAL ESTATE,264273474.0,Government Properties Income Trust,6500.0,GOV
3202,1096325,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,593590018.0,Intersil Corp,3674.0,ISIL
3203,1325702,NYSE,SEMICONDUCTORS & RELATED DEVICES,830406195.0,Magnachip Semiconductor Corp,3674.0,MX
3204,899723,NYSE,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,521736882.0,Om Group Inc,3341.0,OMG
3205,277135,NYSE,WHOLESALE-DURABLE GOODS,361150280.0,Grainger W W Inc,5000.0,GWW
3206,1096339,NYSE MKT,OIL & GAS FIELD EXPLORATION SERVICES,760314489.0,Saratoga Resources Inc,1382.0,SARA
3207,1096343,NYSE,"FIRE, MARINE & CASUALTY INSURANCE",541959284.0,Markel Corp,6331.0,MKL
3208,1522327,,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",,Macon Financial Corp,6036.0,MACN
3209,1391253,OTC,MISCELLANEOUS METAL ORES,,Chancery Resources Inc,1090.0,CCRY
3210,866970,OTC,ELECTRIC LIGHTING & WIRING EQUIPMENT,232596710.0,Lighting Science Group Corp,3640.0,LSCG
3211,1424030,OTC,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",753252264.0,Liberty Coal Energy Corp,7370.0,LBTG
3212,1129120,,FINANCE SERVICES,980233968.0,E-debit Global Corp,6199.0,WSHA
3213,1456802,OTC,REAL ESTATE,980579157.0,First American Silver Corp,6500.0,FASV
3214,899749,NYSE,REAL ESTATE INVESTMENT TRUSTS,621507028.0,Healthcare Realty Trust Inc,6798.0,HR
3215,899751,NYSE,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",363228472.0,Titan International Inc,3312.0,TWI
3216,1096376,NASDAQ,RETAIL-CATALOG & MAIL-ORDER HOUSES,233012204.0,Nutri System Inc,5961.0,NTRI
3217,1260221,NYSE,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",510484716.0,Transdigm Group Inc,3728.0,TDG
3218,1096385,NYSE,GAS & OTHER SERVICES COMBINED,352086905.0,Vectren Corp,4932.0,VVC
3219,1129155,NYSE,SHIP & BOAT BUILDING & REPAIRING,582572419.0,Marine Products Corp,3730.0,MPX
3220,768710,NASDAQ,PHARMACEUTICAL PREPARATIONS,371172197.0,Reliv International Inc,2834.0,RELV
3221,867038,OTC,CRUDE PETROLEUM & NATURAL GAS,752063001.0,Spindletop Oil & Gas Co,1311.0,SPND
3222,1424100,OTC,"SERVICES-BUSINESS SERVICES, NEC",261375322.0,Your Event Inc,7389.0,YEVN
3223,1555177,NYSE,"OIL & GAS FIELD SERVICES, NEC",900832937.0,Emerge Energy Services LP,1389.0,EMES
3224,834285,NASDAQ,STATE COMMERCIAL BANKS,232486815.0,Republic First Bancorp Inc,6022.0,FRBK
3225,1489644,,BLANK CHECKS,593270650.0,Qmis Finance Securities Corp,6770.0,LMGT
3226,1030896,,RETAIL-CATALOG & MAIL-ORDER HOUSES,133612110.0,Bluefly Inc,5961.0,BFLY
3227,1063665,OTC,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,931223466.0,Corgenix Medical Corp,2835.0,CONX
3228,1522420,NASDAQ,STATE COMMERCIAL BANKS,,BSB Bancorp Inc,6022.0,BLMT
3229,736012,OTC,COMPUTER COMMUNICATIONS EQUIPMENT,751911917.0,Intrusion Inc,3576.0,INTZ
3230,932628,NYSE,"RETAIL-RETAIL STORES, NEC",232787918.0,Amerigas Partners LP,5990.0,APU
3231,80661,NYSE,"FIRE, MARINE & CASUALTY INSURANCE",340963169.0,Progressive Corp,6331.0,PGR
3232,899866,NASDAQ,PHARMACEUTICAL PREPARATIONS,133648318.0,Alexion Pharmaceuticals Inc,2834.0,ALXN
3233,1391390,NYSE,PAPERS & ALLIED PRODUCTS,208356960.0,Boise Inc,2600.0,BZ
3234,1096481,,PHARMACEUTICAL PREPARATIONS,,Angiotech Pharmaceuticals Inc,2834.0,ANPI
3235,1522469,OTCBB,SERVICES-HELP SUPPLY SERVICES,452433287.0,Labor Smart Inc,7363.0,LTNC
3236,310056,NYSE MKT,"COMMUNICATIONS EQUIPMENT, NEC",112160665.0,Vicon Industries Inc,3669.0,VII
3237,899881,NYSE,REAL ESTATE INVESTMENT TRUSTS,742604728.0,Prologis,6798.0,PLD
3238,1129260,NYSE,"COMMUNICATIONS EQUIPMENT, NEC",943354663.0,Vocera Communications Inc,3669.0,VCRA
3239,1325879,NASDAQ,PHARMACEUTICAL PREPARATIONS,,Aveo Pharmaceuticals Inc,2834.0,AVEO
3240,834365,OTC,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,943076866.0,Biolife Solutions Inc,3845.0,BLFS
3241,1358654,,METAL MINING,202138504.0,Red Metal Resources LTD,1000.0,RLKX
3242,1391426,OTC,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,,China Vitup Health Care Holdings Inc,8011.0,CVPH
3243,1555280,NYSE,PHARMACEUTICAL PREPARATIONS,460696167.0,Zoetis Inc,2834.0,ZTS
3244,768835,NYSE,RETAIL-VARIETY STORES,61119097.0,Big Lots Inc,5331.0,BIG
3245,932696,NASDAQ,RETAIL-CATALOG & MAIL-ORDER HOUSES,860766246.0,Insight Enterprises Inc,5961.0,NSIT
3246,932699,OTC,"PLASTICS PRODUCTS, NEC",710724248.0,American Power Group Corp,3089.0,APGI
3247,703329,OTC,STATE COMMERCIAL BANKS,621148660.0,First Farmers & Merchants Corp,6022.0,FFMH
3248,1096550,,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),911880015.0,Energy Quest Inc,1400.0,FCHL
3249,899923,NASDAQ,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,870494517.0,Myriad Genetics Inc,2835.0,MYGN
3250,1063761,NYSE,REAL ESTATE INVESTMENT TRUSTS,46268599.0,Simon Property Group Inc,6798.0,SPG
3251,1489744,OTC,REAL ESTATE,272310076.0,Interdom Corp,6500.0,RAYS
3252,1522538,OTC,"GLASS PRODUCTS, MADE OF PURCHASED GLASS",,Rainbow International Corp,3231.0,RNBI
3253,1096555,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,880258277.0,Myriad Interactive Media Inc,7374.0,PFOO
3254,703351,NYSE,RETAIL-EATING  PLACES,751914582.0,Brinker International Inc,5812.0,EAT
3255,1031029,NYSE,SERVICES-HELP SUPPLY SERVICES,841370538.0,Startek Inc,7363.0,SRT
3256,310142,NYSE,INDUSTRIAL ORGANIC CHEMICALS,390561070.0,Sensient Technologies Corp,2860.0,SXT
3257,277375,NASDAQ,NATURAL GAS TRANSMISISON & DISTRIBUTION,610458329.0,Delta Natural Gas Co Inc,4923.0,DGAS
3258,1162112,NASDAQ,"COMMUNICATIONS SERVICES, NEC",760677208.0,Rignet Inc,4899.0,RNET
3259,703361,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,942669985.0,Integrated Device Technology Inc,3674.0,IDTI
3260,703339,,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,411430130.0,Capital Group Holdings Inc,8011.0,IMLT
3261,1031028,NASDAQ,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,113225567.0,Globecomm Systems Inc,3663.0,GCOM
3262,703360,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,942712976.0,Lsi Corp,3674.0,LSI
3263,1325964,OTC,MISCELLANEOUS PLASTICS PRODUCTS,820497368.0,Lightwave Logic Inc,3080.0,LWLG
3264,310158,NYSE,PHARMACEUTICAL PREPARATIONS,221918501.0,Merck & Co Inc,2834.0,MRK
3265,1424280,,SERVICES-EDUCATIONAL SERVICES,,Ivt Software Inc,8200.0,IVTW
3266,1293211,NASDAQ,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",421597948.0,PSB Holdings Inc,6035.0,PSBH
3267,1555365,NYSE,DAIRY PRODUCTS,460631061.0,Whitewave Foods Co,2020.0,WWAV
3268,48039,NYSE,PETROLEUM REFINING,751056913.0,Hollyfrontier Corp,2911.0,HFC
3269,1325955,NYSE,PETROLEUM REFINING,742966572.0,Alon USA Energy Inc,2911.0,ALJ
3270,932781,NASDAQ,NATIONAL COMMERCIAL BANKS,571010751.0,First Community Corp,6021.0,FCCO
3271,1031093,,METAL MINING,911766677.0,Silver Bull Resources Inc,1000.0,SVBR
3272,900017,,SERVICES-MANAGEMENT CONSULTING SERVICES,720843540.0,Thomas Group Inc,8742.0,TGIS
3273,1424328,,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,880319470.0,Sports Media Entertainment Corp,1700.0,PFVR
3274,1162194,NASDAQ,LABORATORY ANALYTICAL INSTRUMENTS,770513190.0,Fluidigm Corp,3826.0,FLDM
3275,1096654,OTC,NATIONAL COMMERCIAL BANKS,341903890.0,Ohio Legacy Corp,6021.0,OLCB
3276,1227654,NYSE,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),363972986.0,Compass Minerals International Inc,1400.0,CMP
3277,768899,NYSE,SERVICES-HELP SUPPLY SERVICES,911287341.0,Trueblue Inc,7363.0,TBI
3278,801748,OTC,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",953280412.0,Hemacare Corp,8090.0,HEMA
3279,1293282,NASDAQ,"SERVICES-BUSINESS SERVICES, NEC",43483216.0,Techtarget Inc,7389.0,TTGT
3280,1293283,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",550873295.0,Roebling Financial Corp Inc,6035.0,ROEB
3281,900075,NASDAQ,RETAIL-AUTO DEALERS & GASOLINE STATIONS,942867490.0,Copart Inc,5500.0,CPRT
3282,1489902,OTC,FOOD AND KINDRED PRODUCTS,421769584.0,Rich Star Development Corp,2000.0,RCHR
3283,1358831,NASDAQ,CRUDE PETROLEUM & NATURAL GAS,,Legacy Reserves LP,1311.0,LGCY
3284,1588216,NYSE,CRUDE PETROLEUM & NATURAL GAS,,RSP Permian Inc,1311.0,RSPP
3285,1293310,NASDAQ,PHARMACEUTICAL PREPARATIONS,770557236.0,Kalobios Pharmaceuticals Inc,2834.0,KBIO
3286,1391614,,"MEASURING & CONTROLLING DEVICES, NEC",,Princeton Security Technologies Inc,3829.0,PSGY
3287,1555458,OTC,MISCELLANEOUS BUSINESS CREDIT INSTITUTION,752243266.0,Franklin Credit Management Corp,6159.0,FCRM
3288,277509,NYSE,MOTOR VEHICLES & PASSENGER CAR BODIES,361063330.0,Federal Signal Corp,3711.0,FSS
3289,1522699,NYSE MKT,COMMODITY CONTRACTS BROKERS & DEALERS,,Nuveen Long,6221.0,CTF
3290,1588238,NYSE,CRUDE PETROLEUM & NATURAL GAS,,Rice Energy Inc,1311.0,RICE
3291,1293330,NASDAQ,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,200715816.0,Net Element Inc,7374.0,NETE
3292,1391636,NYSE,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,205862569.0,Cyan Inc,7373.0,CYNI
3293,1424404,OTC,METAL MINING,,Wolverine Exploration Inc,1000.0,WOLV
3294,1424415,,"SERVICES-BUSINESS SERVICES, NEC",261607874.0,Elevate Inc,7389.0,HGLB
3295,1096738,NASDAQ,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,943326769.0,Epocrates Inc,7374.0,EPOC
3296,1031203,NYSE,RETAIL-AUTO DEALERS & GASOLINE STATIONS,760506313.0,Group 1 Automotive Inc,5500.0,GPI
3297,1555492,NASDAQ,RETAIL-GROCERY STORES,741201087.0,Fairway Group Holdings Corp,5411.0,FWM
3298,1522727,NYSE,NATURAL GAS TRANSMISSION,752771546.0,USA Compression Partners LP,4922.0,USAC
3299,1162283,OTC,BLANK CHECKS,134196940.0,Morgan Group Holding Co,6770.0,MGHL
3300,867374,NASDAQ,COMPUTER COMMUNICATIONS EQUIPMENT,943086355.0,Electronics For Imaging Inc,3576.0,EFII
3301,1096752,NYSE,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",431863181.0,Energizer Holdings Inc,3690.0,ENR
3302,1391674,,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,980511645.0,PCMT Corp,5734.0,PCMT
3303,1489979,NASDAQ,RETAIL-GROCERY STORES,561311233.0,Fresh Market Inc,5411.0,TFM
3304,1096768,OTC,"SERVICES-SERVICES, NEC",880408213.0,Vidable Inc,8900.0,VIBE
3305,1031233,OTC,NATIONAL COMMERCIAL BANKS,541832714.0,Pinnacle Bankshares Corp,6021.0,PPBN
3306,1031235,OTC,,133926714.0,Self Storage Group Inc,,GIFD
3307,1424454,NASDAQ,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING,261739297.0,Rovi Corp,2721.0,ROVI
3308,1162315,NASDAQ,SERVICES-EDUCATIONAL SERVICES,911957010.0,Ambassadors Group Inc,8200.0,EPAX
3309,1326160,NYSE,ELECTRIC & OTHER SERVICES COMBINED,202777218.0,Duke Energy Corp,4931.0,DUK
3310,310354,NYSE,REFRIGERATION & SERVICE INDUSTRY MACHINERY,310596149.0,Standex International Corp,3580.0,SXI
3311,1555538,NYSE,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",322451470.0,Suncoke Energy Partners LP,3312.0,SXCP
3312,1162324,NYSE MKT,METAL MINING,980365605.0,Uranerz Energy Corp,1000.0,URZ
3313,1096788,,RADIOTELEPHONE COMMUNICATIONS,582424258.0,Knology Inc,4812.0,KNOL
3314,1096791,NYSE,MISCELLANEOUS METAL ORES,,Uranium Power Corp,1090.0,CWCP
3315,277595,NYSE,CRUDE PETROLEUM & NATURAL GAS,630757759.0,Energen Corp,1311.0,EGN
3316,801898,NYSE,MINING MACHINERY & EQUIP (NO OIL & GAS FIELD MACH & EQUIP),391566457.0,Joy Global Inc,3532.0,JOYG
3317,1195116,OTC,PHARMACEUTICAL PREPARATIONS,522286452.0,Arno Therapeutics Inc,2834.0,ARNI
3318,1326190,NYSE MKT,PHARMACEUTICAL PREPARATIONS,202726770.0,Pharmathene Inc,2834.0,PIP
3319,703604,NASDAQ,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",362229304.0,Lawson Products Inc,5080.0,LAWS
3320,1326200,NYSE,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,,Genco Shipping & Trading LTD,4412.0,GSTL
3321,1064060,,SERVICES-PREPACKAGED SOFTWARE,,Retalix LTD,7372.0,RTLX
3322,1326205,NYSE MKT,METAL MINING,202760393.0,India Globalization Capital Inc,1000.0,IGC
3323,1031296,NYSE,ELECTRIC SERVICES,341843785.0,Firstenergy Corp,4911.0,FE
3324,1490054,OTCBB,SERVICES-COMPUTER PROGRAMMING SERVICES,300678378.0,Appiphany Technologies Holdings Corp,7371.0,APHD
3325,1391750,OTC,SERVICES-MANAGEMENT CONSULTING SERVICES,431889792.0,Veracity Management Global Inc,8742.0,VCMG
3326,810332,,"AIR TRANSPORTATION, SCHEDULED",850302351.0,Mesa Air Group Inc,4512.0,MESA
3327,1096840,,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",650439467.0,Sunway Global Inc,3530.0,NRMG
3328,1031316,NYSE MKT,REAL ESTATE INVESTMENT TRUSTS,42724223.0,Franklin Street Properties Corp,6798.0,FSP
3329,1551152,NYSE,PHARMACEUTICAL PREPARATIONS,320375147.0,Abbvie Inc,2834.0,ABBV
3330,1096857,OTC,SERVICES-PREPACKAGED SOFTWARE,900251401.0,Document Capture Technologies Inc,7372.0,DCMT
3331,1227930,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,330947630.0,Entropic Communications Inc,3674.0,ENTR
3332,48287,NYSE,OFFICE FURNITURE (NO WOOD),420617510.0,Hni Corp,2522.0,HNI
3333,1129633,NYSE,LIFE INSURANCE,60493340.0,Phoenix Companies Inc,6311.0,PNX
3334,1424549,OTCBB,RETAIL-MISCELLANEOUS RETAIL,412230041.0,Aegea Inc,5900.0,AEGA
3335,867493,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",351807839.0,Community Bancorp Indiana,6035.0,HOMF
3336,933034,NASDAQ,MOTOR VEHICLE PARTS & ACCESSORIES,391804239.0,Strattec Security Corp,3714.0,STRT
3337,1326250,OTC,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",651001593.0,Southern Trust Securities Holding Corp,6200.0,SOHL
3338,933036,NASDAQ,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",450491516.0,Rent A Center Inc De,7359.0,RCII
3339,1326252,OTC,METAL MINING,,Fox Petroleum Inc,1000.0,FXPT
3340,1391798,OTC,GOLD AND SILVER ORES,680676667.0,Gamzio Mobile Inc,1040.0,MDMC
3341,769207,,STATE COMMERCIAL BANKS,251705405.0,Fidelity Bancorp Inc,6022.0,FSBI
3342,703699,OTC,STATE COMMERCIAL BANKS,382407501.0,Southern Michigan Bancorp Inc,6022.0,SOMC
